	Sample_1	Sample_2
APLNR	1.887405732	2.339814463
APLP1	2.738304131	0.652104146
APLP2	5.376782988	5.941117274
APMAP	4.122318014	5.010122434
APOBEC3A	0	1.100819975
APOBEC3B	1.603732605	2.02203699
APOBEC3B-AS1	2.441802784	1.272259653
APOBEC3C	4.251283417	4.198268363
APOBEC3D	0.153078115	0.110632206
APOBEC3F	1.411417204	1.39503421
APOBEC3G	2.06039299	2.676932021
APOBEC3H	0.940219494	1.177633599
APOBR	1.38895979	3.387374815
APOC1	3.200981316	6.545786001
APOD	4.092600757	1.065440945
APOE	5.388356595	9.12658201
APOL1	3.770976868	5.590104255
APOL2	3.527994741	4.150556454
APOL3	2.316995005	2.834298262
APOL4	2.023155605	3.041977342
APOL6	2.423035718	3.809992049
APOLD1	2.815844259	1.35050481
APOM	1.942279821	2.464927018
APOO	2.054594411	2.748755401
APOOL	2.156638249	2.378797554
APP	5.674449388	5.108879623
APPBP2	2.250027736	2.591861771
APPL1	2.821813852	2.857296606
APPL2	2.883826865	2.769070717
APRT	4.758164605	4.59857825
APTR	1.425155957	1.002580915
APTX	1.73059697	1.711637559
AQP1	6.497473506	1.957067801
AQP11	0.995530333	1.081515744
AQP3	3.361473948	6.483712877
AQP7	0	0.913285497
AQP9	0.082695155	4.443728717
AQR	2.075254611	2.057777692
AR	1.812209002	0.188741916
ARAF	3.809694997	3.612523982
ARAP1	3.867024639	4.299087929
ARAP1-AS1	5.813769282	5.459966421
ARAP1-AS2	1.811918728	3.158946703
ARAP2	0.982811142	2.341032045
ARAP3	2.806627249	2.539750329
ARC	0.529956944	0.138258423
ARCN1	4.268866456	4.371915335
AREG	3.537336806	2.506434588
AREL1	2.348426768	2.664564593
ARF1	6.039789374	5.733716238
ARF3	4.368336449	4.062122774
ARF4	5.193827712	4.845372384
ARF4-AS1	1.303360487	0.406805724
ARF5	4.803023889	4.799490052
ARF6	4.144907959	4.725056196
ARFGAP1	4.033938516	3.352396827
ARFGAP2	3.547954598	3.368863685
ARFGAP3	3.616688492	3.54720542
ARFGEF1	2.330239961	2.792123776
ARFGEF1-DT	1.057554875	0.586366918
ARFGEF2	2.203396297	2.769577524
ARFGEF3	0.846988882	1.830419897
ARFIP1	3.157255426	3.109707468
ARFIP2	3.135424599	2.898896545
ARFRP1	3.247934383	2.340576129
ARG2	3.678467302	3.797458838
ARGLU1	4.245555166	4.052763385
ARHGAP1	5.433677707	3.601930943
ARHGAP10	2.637529587	2.230823647
ARHGAP11A	0.797059815	1.516476279
ARHGAP12	2.410064615	2.562676122
ARHGAP15	1.193522543	2.017393717
ARHGAP17	1.821620131	1.950863432
ARHGAP18	2.0963315	3.692370922
ARHGAP19	1.399350048	1.666503857
ARHGAP20	0.978439036	1.108775518
ARHGAP21	2.727006667	2.74635867
ARHGAP22	1.889817906	2.156497532
ARHGAP23	1.99718027	3.374585693
ARHGAP24	1.986519629	0.976093449
ARHGAP25	1.085458141	2.652017258
ARHGAP26	0.74058677	1.726523785
ARHGAP27	1.073626615	2.139050961
ARHGAP27P1-BPTFP1-KPNA2P3	1.87304128	1.175521416
ARHGAP28	1.931519364	0.260854032
ARHGAP29	2.902731665	0.630065477
ARHGAP30	1.379763174	3.868785989
ARHGAP31	2.036580483	1.93408082
ARHGAP32	1.347959173	2.60537637
ARHGAP33	2.271659093	1.608126489
ARHGAP35	3.180606575	2.656622001
ARHGAP39	1.766405592	2.129953085
ARHGAP4	3.809055707	4.250469089
ARHGAP40	3.048167637	0.92737986
ARHGAP42	1.697819189	2.398515506
ARHGAP42-AS1	0.600191584	1.009771938
ARHGAP44	1.580907539	0.700909409
ARHGAP45	2.934876524	3.688670234
ARHGAP5	2.946156163	3.060513201
ARHGAP5-AS1	2.414732712	0.58804602
ARHGAP6	2.254458518	2.266925487
ARHGAP8	0.35007603	0
ARHGAP9	1.385562692	2.971793734
ARHGDIA	5.953865449	5.921309049
ARHGDIB	5.105711334	5.826894979
ARHGEF1	3.557320952	3.338871042
ARHGEF10L	3.211864647	3.05824288
ARHGEF11	2.787661518	3.124119486
ARHGEF12	2.699992678	2.474436276
ARHGEF15	1.775147695	0.874485178
ARHGEF16	1.847375246	2.153276823
ARHGEF17	3.842729053	1.951426385
ARHGEF18	2.900238938	2.888691071
ARHGEF19	2.347635794	3.484081981
ARHGEF19-AS1	2.570355519	3.354485767
ARHGEF2	3.115182547	3.287355591
ARHGEF2-AS2	0.280083208	0.242411572
ARHGEF25	4.077239671	1.248904849
ARHGEF26	0.765229794	0.321625164
ARHGEF26-AS1	0.170525251	0
ARHGEF28	1.181439233	0.611405386
ARHGEF3	2.558571234	2.315789364
ARHGEF33	0.883689331	0.102179939
ARHGEF34P	0.85604877	0.92983803
ARHGEF35	0.588741336	0.703380781
ARHGEF35-AS1	0.198920324	0.131099933
ARHGEF37	2.798552958	0.30961957
ARHGEF38	1.017426414	0.852949792
ARHGEF39	3.439620809	3.03238237
ARHGEF4	2.875039586	0
ARHGEF40	3.204981947	2.915457307
ARHGEF5	1.840061134	1.488954576
ARHGEF6	2.944025262	3.032980138
ARHGEF7	2.837900088	2.482720692
ARHGEF9	2.58358441	1.378796658
ARID1A	2.342273376	2.724925108
ARID1B	1.547745957	1.475954389
ARID2	1.847193472	2.121504894
ARID3A	1.035407164	2.075553158
ARID3B	1.345911896	2.201514446
ARID4A	2.169065497	2.498193066
ARID4B	2.109140141	2.524840348
ARID5A	4.158993333	3.452331598
ARID5B	3.134771842	2.745545259
ARIH1	2.01130844	2.11780905
ARIH2	3.303032701	3.190654943
ARIH2OS	2.338700336	1.268453077
ARL1	3.912522518	3.444723871
ARL10	1.880735237	1.418086064
ARL11	1.112757395	2.450101812
ARL13B	1.540963594	1.537806458
ARL14	1.39353718	0
ARL14EP	2.696031694	2.433106952
ARL14EPP1	0.165455058	2.318644046
ARL15	2.600963777	2.922916501
ARL16	3.767738451	3.356715447
ARL17A	0.571750583	0.241186964
ARL17B	0.548537399	1.062927936
ARL2	4.310177764	3.004275419
ARL2BP	4.759337419	4.259982473
ARL3	2.854564134	2.379547966
ARL4A	3.119131715	2.776383696
ARL4C	3.541162098	4.868666291
ARL4D	4.686346901	2.30251685
ARL5A	2.632256181	2.658283277
ARL5B	2.356051001	2.790415074
ARL6	1.616552735	1.482842523
ARL6IP1	4.588964707	5.006795874
ARL6IP4	0.743426852	0.192904557
ARL6IP5	5.304252399	5.28486729
ARL6IP6	2.469398123	3.119978077
ARL8A	4.390906037	4.217817302
ARL8B	4.105213665	4.324204897
ARL9	1.946051645	0
ARMC1	3.488326786	3.086370367
ARMC10	2.419590742	2.846737601
ARMC2	0.808988879	1.05701452
ARMC5	2.558788513	2.412702939
ARMC6	3.249525689	2.823996251
ARMC7	2.86820403	3.050421526
ARMC8	2.494946775	2.444084991
ARMC9	1.808527034	1.175769609
ARMCX1	3.530436323	2.513398221
ARMCX2	3.556378085	2.406014332
ARMCX3	3.585378979	3.416173014
ARMCX3-AS1	2.057961662	2.934470087
ARMCX4	1.571169885	0.735161809
ARMCX5	1.877469126	1.713497719
ARMCX5-GPRASP2	0.793022367	0.345435023
ARMCX6	2.589675996	2.556172709
ARMH1	1.562815637	0.927713825
ARMH3	2.782401646	3.088352569
ARMH4	1.044965595	0.21078626
ARMT1	2.774946974	3.263290675
ARNT	2.873305941	3.078054069
ARNT2	2.12051785	0.737069328
ARPC1A	3.577305626	2.594721405
ARPC1B	1.153072712	1.349669119
ARPC2	4.459991118	5.049340327
ARPC3	4.459622077	5.077431359
ARPC3P3	1.189669512	1.811478571
ARPC4	4.610584896	4.24359423
ARPC5	3.421571107	4.138779779
ARPC5L	3.256304189	3.366853008
ARPIN	2.684601887	2.07190876
ARPP19	3.857911142	4.155710251
ARRB1	2.305142969	2.272829362
ARRB2	2.899500103	4.652135127
ARRDC1	3.669390508	3.101563762
ARRDC1-AS1	2.684409664	2.085927578
ARRDC2	3.641248089	3.442797456
ARRDC3	3.26803438	4.484784257
ARRDC3-AS1	0	0.619620173
ARRDC4	2.703888481	4.306742347
ARSA	3.696722371	3.818423092
ARSB	2.94137851	2.602715196
ARSD	1.933611206	2.742602748
ARSD-AS1	2.613432575	3.345459616
ARSG	2.015314688	2.100252726
ARSI	2.154028278	0.408913386
ARSJ	2.266359205	0.948185923
ARSK	1.785948299	1.840772523
ARSL	0.681482557	0.202161655
ART5	1.427221156	0.094232465
ARTN	2.666047527	2.135389297
ARV1	3.309807157	2.850087478
ARVCF	3.414227152	2.811990951
ASAH1	3.45213724	4.794926639
ASAH2	0.338036697	0.132971352
ASAH2B	1.415812198	1.038851181
ASAP1	2.422379034	3.340546731
ASAP2	2.476126202	1.104597831
ASAP3	1.997963211	0.782191078
ASB1	2.591515654	2.279043487
ASB13	3.020566086	3.4211621
ASB14	1.091851015	1.366601894
ASB16	2.463087257	1.871552842
ASB16-AS1	2.49867203	1.759742264
ASB2	3.922522657	0.538604724
ASB3	1.765566737	1.4573519
ASB6	3.204909664	3.086447739
ASB7	2.219495627	2.137972341
ASB8	2.975508405	2.63104963
ASB9	0.641059002	2.2791963
ASCC1	2.62630442	2.541765695
ASCC2	3.73697952	3.2899942
ASCC3	2.154030419	2.341262069
ASCL2	1.818832251	3.031268534
ASF1A	3.103466285	2.60364358
ASF1B	0.537769959	2.014539341
ASGR1	0.490107166	1.524227091
ASGR2	0.370195936	0.698104114
ASH1L	2.387342313	2.396188443
ASH1L-AS1	1.442086528	2.1642786
ASH2L	3.106354385	2.69121882
ASIC1	2.111120321	0.838624806
ASIC3	1.601015676	1.001578786
ASL	1.839727214	2.155024374
ASNS	0.355730836	0.309368526
ASNSD1	2.918196063	2.715228375
ASPA	1.369769386	0.049376992
ASPG	2.272680983	0.925456366
ASPH	3.116945908	3.479675337
ASPHD1	1.555923364	2.285389082
ASPHD2	0.66870414	2.087794229
ASPM	1.22572694	1.809273494
ASPN	4.53466442	1.562978925
ASPSCR1	2.094806497	1.912763768
ASRGL1	0.79582695	1.456314224
ASS1	3.924422155	3.440194946
ASTE1	2.325979373	2.056692491
ASTL	0.22582266	0
ASTN2	0.906030712	0.569768237
ASXL1	2.5813725	2.365400898
ASXL2	1.723346064	2.037459717
ASXL3	0.597793783	0
ATAD1	3.355875234	3.049734303
ATAD2	2.834767143	2.522449534
ATAD2B	1.587361704	1.815103152
ATAD3A	3.231249218	3.251016935
ATAD3B	2.781873787	2.237736809
ATAD3C	1.9190697	0.201264689
ATAD5	0.953809492	1.278476743
ATAT1	1.334812013	1.350548401
ATE1	2.837962313	2.725035929
ATF1	2.614723889	3.022825344
ATF2	3.033099114	2.840690708
ATF3	4.776021378	4.582289719
ATF4	5.938219691	5.249245991
ATF4P3	0.897132113	0.444895305
ATF5	2.710138799	4.847269438
ATF6	2.438960083	2.610917782
ATF6B	3.191471929	3.386907508
ATF7	2.971886562	2.299214622
ATF7IP	2.705696207	2.25708624
ATF7IP2	1.780211476	2.624650841
ATG10	5.111859648	4.763605708
ATG101	3.488288955	3.053364066
ATG12	2.599371802	2.470396006
ATG13	3.221309102	3.033848144
ATG14	2.912323112	2.670915586
ATG16L1	1.18169972	1.668733648
ATG16L2	2.623510151	3.05702078
ATG2A	2.787403416	2.612571929
ATG2B	1.893706839	1.76216528
ATG3	2.889258201	3.283282545
ATG4A	2.679495213	2.494731315
ATG4B	3.644032182	2.912589928
ATG4C	2.58489625	2.562116854
ATG4D	3.552847969	3.371345632
ATG5	2.80697344	2.890539579
ATG7	3.239347149	3.058583515
ATG9A	2.490678429	2.47630261
ATG9B	2.495494352	0.936400788
ATIC	3.611726029	3.37907969
ATL1	1.930717314	0.76049909
ATL2	3.423128856	2.862114635
ATL3	3.893290023	3.251016935
ATM	1.385408898	1.833387125
ATMIN	2.704497076	2.99108839
ATN1	5.187768739	3.907586436
ATOH8	2.570739746	2.781862907
ATOX1	3.022216976	3.06932086
ATP10A	1.581925343	0.535475591
ATP10B	0.259210057	2.720702024
ATP10D	1.972341697	2.341871194
ATP11A	1.343871593	2.522985979
ATP11B	2.432046771	2.966320993
ATP11C	2.287300494	2.459976338
ATP13A1	3.147191075	3.112004585
ATP13A2	2.96371381	3.613659017
ATP13A3	2.743421201	3.445100337
ATP13A4	0.157568699	0
ATP1A1	5.282882981	4.985269603
ATP1A1-AS1	4.55568532	4.01473756
ATP1A2	4.42985257	0.319039088
ATP1A4	0.085210611	0.821453807
ATP1B1	4.358570568	4.786302273
ATP1B2	2.175842395	0.325219902
ATP1B3	4.699210099	4.651864356
ATP23	1.48046319	1.197565188
ATP2A1	1.755667293	0.613242774
ATP2A1-AS1	1.069352212	0.819191341
ATP2A2	4.215754115	3.871393492
ATP2A3	3.408245302	3.303331061
ATP2B1	2.230877242	2.755591557
ATP2B1-AS1	1.394534691	1.316090849
ATP2B4	4.676712682	2.682143129
ATP2C1	2.875269768	3.465524961
ATP2C2	0.220397027	0.836310178
ATP2C2-AS1	0.608260277	0.803588391
ATP5F1A	4.356176378	4.625679534
ATP5F1B	6.040159885	6.466872358
ATP5F1C	5.039953094	4.896827831
ATP5F1D	5.219491389	4.746531665
ATP5F1E	3.944203081	3.962513201
ATP5IF1	3.842145004	3.270720304
ATP5MC1	3.924857646	3.253859962
ATP5MC1P4	0.274751377	0.51334295
ATP5MC2	4.604219778	4.405464631
ATP5MC3	3.966224821	4.39022388
ATP5ME	4.496744639	3.805889191
ATP5MF	3.695866941	3.436287759
ATP5MF-PTCD1	0.397260145	1.121554657
ATP5MG	2.914664647	2.757620684
ATP5MJ	3.648143314	3.330164656
ATP5MK	5.11441329	4.833999486
ATP5PB	4.536742593	4.734501872
ATP5PD	4.490096273	4.184279902
ATP5PF	4.607044497	3.879889782
ATP5PO	2.836505001	2.571549882
ATP6AP1	3.841920517	4.864547772
ATP6AP1L	1.198388715	1.044388648
ATP6AP2	3.743479092	4.29154614
ATP6V0A1	2.554848379	2.846836003
ATP6V0A2	1.537602905	1.428144734
ATP6V0A4	1.085583264	0.035241279
ATP6V0B	4.630026808	4.917356735
ATP6V0D1	3.076747615	3.859658464
ATP6V0D1-DT	0.684112468	0.713799636
ATP6V0D2	0	4.126841688
ATP6V0E1	5.388516718	5.463011733
ATP6V0E2	2.895205155	2.968112752
ATP6V0E2-AS1	2.561007484	2.375266177
ATP6V1A	2.886277931	4.37433527
ATP6V1B2	3.032282288	4.678641743
ATP6V1C1	3.097371985	3.820414659
ATP6V1C2	4.264942899	4.458618169
ATP6V1D	3.433257179	3.868016498
ATP6V1E1	4.828716255	4.510737312
ATP6V1E2	1.165907156	0.940831323
ATP6V1F	5.53407484	6.280178682
ATP6V1FNB	1.442690322	2.678424428
ATP6V1G1	4.257912306	4.227117851
ATP6V1G2	2.354470134	1.62915694
ATP6V1H	3.144663514	3.87320808
ATP7A	1.182669966	1.845192495
ATP7B	1.006100589	0.614876308
ATP8A1	1.408056313	2.134143971
ATP8A2	0.134050747	0.024056314
ATP8B1	2.750022814	2.489087078
ATP8B2	3.324993968	2.186668877
ATP8B3	0.944140539	0.898216396
ATP8B4	1.8091673	1.653588968
ATP9A	3.040508621	1.668846158
ATP9B	1.672083297	1.994607815
ATPAF1	3.025363472	3.007174373
ATPAF2	2.018770469	2.128902646
ATPSCKMT	2.047618836	1.828344742
ATR	1.256771307	1.480421553
ATRAID	4.859126559	4.550031179
ATRIP	1.979516028	1.678587584
ATRN	3.12662177	2.891325328
ATRNL1	2.110756255	0
ATRX	2.19135192	2.400109187
ATXN1	2.37698158	1.630264869
ATXN1-AS1	1.567740492	0.353369769
ATXN10	3.468471531	3.367836571
ATXN1L	2.136440312	2.57741822
ATXN2	2.164953501	1.98736158
ATXN2-AS	0	0
ATXN2L	3.696723428	3.769572649
ATXN3	2.012341253	2.046032845
ATXN7	1.610483218	1.98864454
ATXN7L1	1.294069504	1.741168403
ATXN7L2	1.700195692	1.458892932
ATXN7L3	3.449613545	3.610270985
ATXN7L3-AS1	2.376928165	2.630990384
ATXN7L3B	3.143917603	3.552619821
AUH	2.356227768	2.653537837
AUNIP	1.26638719	1.58312769
AUP1	5.151276212	4.782489933
AURKA	2.723913323	2.494417918
AURKAIP1	5.1265505	4.602523662
AURKB	3.199528306	2.5558022
AURKC	1.025898519	1.552007578
AUTS2	1.543569929	0.208486902
AVEN	2.878199576	1.678661201
AVIL	1.77922024	0.977521105
AVL9	1.778590087	2.328172058
AVPI1	3.450810411	4.341801332
AVPR1A	2.520110912	0.86665229
AVPR2	0.833055775	0.894088387
AXDND1	0	0
AXIN1	2.663022932	2.620144967
AXIN2	2.583633993	0.373497328
AXL	4.016120015	2.841141666
AZGP1	3.4750589	0.415562703
AZI2	2.805836275	3.095973048
AZIN1	3.979304167	4.072825025
AZIN2	1.111072956	0.451879865
B2M	5.933545674	7.752583551
B3GALNT1	1.805777606	1.96989224
B3GALNT2	1.274679463	1.381020741
B3GALT5	0.409548527	0.020058574
B3GALT5-AS1	0.070032424	0
B3GALT6	3.554037415	3.724463876
B3GALT9	1.411893836	1.173775648
B3GAT1	0.046382426	0.518727893
B3GAT1-DT	0	0
B3GAT2	2.464217069	2.653586741
B3GAT3	4.019784996	3.522805266
B3GLCT	2.059020869	1.26659909
B3GNT2	2.773992836	4.044572485
B3GNT3	1.877869063	3.896712708
B3GNT4	3.300667821	2.714939229
B3GNT5	2.613651419	2.47700726
B3GNT7	1.383526342	3.33914542
B3GNT8	2.295488667	2.952579798
B3GNT9	4.348732523	2.379518878
B3GNTL1	2.63264499	1.469897253
B4GALNT1	2.540443441	0.187546758
B4GALNT3	3.038260414	0.423592312
B4GALNT4	1.771278894	0.869145795
B4GALT1	3.836062423	4.698381125
B4GALT1-AS1	1.110618076	2.342933769
B4GALT2	4.507578425	3.188360874
B4GALT3	2.657701901	3.241249656
B4GALT4	2.413863599	2.905456848
B4GALT4-AS1	1.84134287	3.399265478
B4GALT5	3.509307456	4.489313775
B4GALT6	1.444512296	0.665325915
B4GALT7	2.823579218	2.570275618
B4GAT1	4.124941514	2.72294528
B9D1	3.028441335	1.912289447
B9D2	2.405896228	1.97423404
BAALC	0.766469777	1.77306934
BAALC-AS1	0.910302082	0.263802554
BABAM1	3.534594529	2.78072914
BABAM2	3.364319185	3.095912663
BACE1	3.080385914	2.333349657
BACE1-AS	2.581458225	2.281062543
BACE2	3.431654165	1.99380576
BACH1	2.205680619	3.199583903
BACH2	0.157838135	0
BAD	4.5646823	3.914154251
BAG1	3.613046424	3.704566964
BAG2	4.756651192	1.715498805
BAG3	5.127648541	3.714759912
BAG4	2.823297439	2.291496513
BAG5	3.236158952	3.165468037
BAG6	4.266998322	4.019513312
BAHCC1	2.016476063	1.30464468
BAHD1	2.592301322	2.81325433
BAIAP2	2.302059827	2.239875859
BAIAP2-DT	2.697875854	2.581047476
BAIAP2L1	2.313649866	2.961047106
BAIAP2L2	1.11801258	0.322754325
BAIAP3	2.018671098	1.844855664
BAK1	3.079169573	3.745458491
BAMBI	3.452367256	2.214900348
BANF1	6.153224158	4.607933664
BANK1	0.374266657	1.287673095
BANP	1.784976076	1.882431488
BAP1	3.903197748	3.53689979
BARD1	1.780947733	2.28943151
BARX1	0.669609764	1.186558746
BARX2	0.982998048	0.780599041
BASP1	4.360872372	4.492010716
BATF	3.469005721	3.567590462
BATF2	2.446798727	2.269093943
BATF3	1.43568641	1.044719353
BAX	4.34243672	3.929106391
BAZ1A	2.541758692	3.314154563
BAZ1B	3.454251464	3.417086903
BAZ2A	2.487376535	3.040925453
BAZ2B	1.545763873	1.732358928
BBC3	2.259810538	2.462040485
BBIP1	2.751624374	2.296220464
BBOF1	1.979964642	1.457468028
BBOX1	1.110987391	1.150970881
BBOX1-AS1	1.463858887	2.409953734
BBS1	1.179175498	0.360674627
BBS10	2.450255438	2.229135735
BBS12	1.743019629	1.277282069
BBS2	1.246998514	1.514187461
BBS4	2.336569585	2.15956262
BBS5	2.584728069	2.060560777
BBS7	2.194599697	2.305740579
BBS9	1.485208023	1.330676827
BBX	2.682774945	2.703495821
BCAM	3.693365871	3.970527797
BCAN	1.13367352	1.59159709
BCAN-AS1	2.058998915	1.521935477
BCAP31	5.145044594	5.86189518
BCAR1	2.666200628	2.078828965
BCAR3	2.505194931	1.777886281
BCAR3-AS1	1.04923641	1.626891593
BCAS1	0.467633934	2.473209875
BCAS2	4.178374589	3.663195556
BCAS3	1.551446071	1.811456713
BCAS4	2.828802481	1.950678994
BCAT1	1.653787326	3.719033834
BCAT2	3.044501945	2.811065013
BCCIP	3.538163996	3.187535316
BCDIN3D	1.646765642	1.518200807
BCDIN3D-AS1	0.957526308	0.952123225
BCHE	3.233794451	0.69873893
BCKDHB	2.422679042	2.538767063
BCKDK	3.852736876	4.174007941
BCL10	2.159701625	2.667971837
BCL11A	0.533777942	0.211346245
BCL11B	0.410052493	1.185499146
BCL2	1.633956386	1.558835626
BCL2A1	0.986472236	4.786955806
BCL2L1	4.02986511	4.500541981
BCL2L10	1.23302014	0.106295374
BCL2L11	1.785949111	2.626372751
BCL2L12	3.532965975	3.236003034
BCL2L13	2.932848672	2.890872338
BCL2L14	0	0.68504457
BCL2L15	0.279126583	0.063029528
BCL2L2	4.04623277	2.896764486
BCL3	3.649434975	3.616112352
BCL6	3.597194326	3.525460684
BCL6B	1.366218375	1.145764919
BCL7A	0.944612832	1.200222008
BCL7B	3.844155069	3.575559261
BCL7C	3.952072048	3.04516775
BCL9	2.551621314	2.495015842
BCL9L	3.297057078	2.579464206
BCLAF1	3.140570701	3.559283967
BCLAF3	1.614107843	1.238708649
BCO1	0	0
BCO2	0.656405918	0.103787236
BCOR	2.041598063	1.842826594
BCORL1	1.689875829	1.29458504
BCR	2.531248014	2.444043403
BCS1L	3.413884993	2.751471805
BDH1	0.608701628	0.789385072
BDH2	2.926100279	2.234591842
BDKRB1	0.749988891	0.222706738
BDKRB2	0.650623623	0.690192419
BDNF	2.180991379	0.377536132
BDNF-AS	0.881514014	0.365092099
BDP1	0.394445747	1.375871648
BEAN1	0.140752902	0.365276881
BECN1	3.336927574	3.297249289
BEGAIN	0.829489036	0.203206638
BEND3	1.04042133	1.071874466
BEND3P1	0.447359676	0.666600923
BEND3P3	1.288928002	0.581171407
BEND5	2.115204157	0.565119917
BEND6	2.006429887	0.191371297
BEND7	1.391414898	0.124775813
BEST1	6.160505869	7.615907319
BEST4	2.244722584	0.302566086
BET1	2.36331457	2.150381381
BET1L	3.720987001	3.606428456
BEX2	2.285472954	0.501085154
BEX3	5.601148374	3.822035938
BEX4	5.075851032	3.346316325
BEX5	1.979858739	0.140183175
BFAR	2.247190331	2.690545264
BFSP1	1.534764322	0.300886616
BGN	7.635054187	5.008808407
BHLHA15	0.861671781	0.914520457
BHLHE22	0.157808303	0.757698689
BHLHE40	4.250321345	4.773914804
BHLHE40-AS1	1.534172824	2.468470577
BHLHE41	3.926205244	3.33842915
BHMT	0.858519887	2.213214536
BHMT2	3.441738878	0.727232917
BICC1	2.539219547	0.930830663
BICD1	1.609180846	1.043560085
BICD2	3.419790355	3.09689117
BICDL1	1.533887749	1.106270177
BICDL2	2.969500332	2.569964092
BICRA	2.285769881	2.033163438
BICRAL	2.282712498	2.132544524
BID	2.561635824	3.218723278
BIK	2.673459786	1.156149478
BIN1	3.747983136	2.542044498
BIN2	1.379679727	3.241333242
BIN3	2.808894506	2.302372894
BIRC2	2.831398671	3.674216178
BIRC3	2.210922644	2.907727361
BIRC5	2.831635814	3.25249308
BIRC6	2.11449603	2.640600531
BISPR	1.447258502	2.251450787
BIVM	2.031901813	1.705071811
BLACAT1	0.496052044	0.161961461
BLCAP	3.582499518	3.523897811
BLK	0.055311886	0.330840245
BLM	1.062795174	1.208284927
BLMH	2.729724616	2.786798563
BLNK	2.040572915	1.868117583
BLOC1S1	2.501390305	2.017686474
BLOC1S2	3.157613869	3.882883908
BLOC1S3	2.480381962	2.400990402
BLOC1S4	3.455565074	3.640360905
BLOC1S5	2.505558263	2.35675666
BLOC1S6	3.230582748	3.16053311
BLVRA	4.04935173	4.182041496
BLVRB	4.267894882	5.101897048
BLZF1	2.934601559	2.623143668
BMERB1	2.546803218	1.199740276
BMF	1.63846731	3.143616988
BMF-AS1	2.660913223	3.617909302
BMI1	3.364563404	3.019834438
BMP1	3.763708211	2.574108424
BMP2	1.403200324	1.042408181
BMP2K	1.703522953	2.923504027
BMP3	0.087676655	0
BMP4	2.90666007	0.964895524
BMP5	0.326691323	0.231768013
BMP6	4.259289634	2.172410497
BMP7	2.317544864	0.656013998
BMP8A	1.444845546	1.172781695
BMP8B	2.144937804	1.064855741
BMPER	0.17561395	0.088532389
BMPR1A	3.030386753	2.282037932
BMPR1B	1.93889177	0
BMPR2	3.230876819	2.86605909
BMS1	2.517238755	2.740161913
BMS1P1	0.890748953	0.988242513
BMS1P10	0	0.790688203
BMS1P23	2.615706934	0.186737288
BMS1P4	0.099706311	0.847871937
BMT2	2.23781917	2.27228526
BMX	1.184242891	0.385785829
BNC1	0.375107006	0
BNC2	1.803182735	0.695146532
BNIP1	2.075971138	2.005028526
BNIP2	3.094138422	3.257535442
BNIP3	2.732850453	3.226685941
BNIP3L	3.641223383	4.617315418
BNIP3P11	1.172218851	1.213344321
BNIP3P17	1.207055599	0
BNIP5	0	0.038841247
BNIPL	2.118891302	0.144398098
BOC	4.236573784	0.506048054
BOD1	3.818454676	3.111342771
BOD1L1	1.843507781	2.093788964
BOK	4.720678337	2.914633614
BOK-AS1	3.328323768	2.469171169
BOLA1	3.385683262	2.706215393
BOLA2B	0	1.081066696
BOLA3	2.549604903	2.377235749
BOP1	4.250780182	3.164792423
BORA	1.803744481	2.311717037
BORCS5	0.862202959	0.621588162
BORCS6	3.089333046	3.296727887
BORCS7	3.141027173	2.816767301
BORCS8	1.758238301	1.712631264
BPGM	3.361943683	2.646803475
BPHL	2.090988698	1.969607226
BPIFB1	3.334224894	0.431586216
BPNT1	3.247526967	3.418029142
BPNT2	4.079400116	3.591207785
BPTF	2.087531001	2.721726836
BRAF	1.432615421	1.317322985
BRAP	2.419727004	2.366349918
BRAT1	3.652547637	2.978858582
BRCA1	1.339486991	1.581589432
BRCA2	0.705973306	1.332358052
BRCC3	2.484013266	2.83458958
BRD1	3.270129901	3.031268534
BRD2	2.750466899	3.004460309
BRD3	3.169065419	2.811887413
BRD3OS	3.36605662	2.443161905
BRD4	2.928356039	2.708046051
BRD7	2.98058638	3.374660051
BRD8	2.829446419	2.48455696
BRD9	2.883753676	2.328622029
BRF1	2.59931215	2.023006091
BRF2	5.590353925	2.533436755
BRI3	4.080074223	4.866095117
BRI3BP	1.867379197	2.556840582
BRICD5	3.406249352	2.540490457
BRINP1	1.15048232	0
